ID,x,y,ColorOfNode,label
0,10.0,10.0,#000000,0
1,15.90110214193048,7.047374493768058,#ffff00,1
2,14.11807827159025,19.644187199139022,#00ffff,2
3,11.360259102309158,0.29744714503276537,#00ffff,3
4,13.5297208627538,5.4870963289704715,#ffff00,4
5,13.980617465379165,16.424060391795955,#ff00ff,5
6,9.281414001261542,0.7360865926784377,#00ffff,6
7,16.78766720673627,17.021016043812402,#00ffff,7
8,9.812913417570183,2.4319200335482805,#ff00ff,8
9,11.478675296500525,6.549017488185049,#0000ff,9
10,5.823843233252868,3.5424178869270984,#ff00ff,10
11,14.043925541365976,4.724478985397873,#ffff00,11
12,3.399890292683685,5.891551546765738,#00ffff,12
13,3.7458907457690804,0.9906102601751708,#ff6666,13
14,2.9178101035234127,19.909707754390375,#00ffff,14
15,8.747157063845911,8.777217376735061,#0000ff,15
16,16.448083874823865,1.3416571629207086,#00ffff,16
17,12.274446014446418,16.36261911693593,#ffff00,17
18,12.453340147754988,15.167521121737579,#ffff00,18
19,11.437009047835298,18.17663844366368,#ff00ff,19
20,10.6552656923952,14.198695607871604,#0000ff,20
21,14.394768246464418,17.904331228449216,#00ffff,21
22,13.091021367712875,14.19089310907338,#ffff00,22
23,10.714140732249763,11.615563477437444,#00ff00,23
24,14.60827349068136,2.8117488127676715,#ff00ff,24
25,5.889229772286881,2.475593650171104,#ff00ff,25
26,10.659142781356934,7.247284557528841,#0000ff,26
27,9.308300547642903,13.737910130613466,#00ff00,27
28,3.411137510650795,5.957729595134389,#00ffff,28
29,10.903809766488708,6.7923491508613605,#0000ff,29
30,14.683386430868776,4.6360882102963314,#ffff00,30
31,15.588885323092768,5.049995111433516,#ffff00,31
32,15.86772735411192,4.570409683403791,#ff00ff,32
33,14.175130458130571,0.5986822213097098,#00ffff,33
34,16.830870881761065,1.732744963331545,#00ffff,34
35,0.3501523951618868,16.088994706652485,#00ffff,35
36,12.119977049591037,0.16326478496651475,#00ffff,36
37,9.643692836316914,11.756989781160337,#00ff00,37
38,1.1256422552424294,14.974752736862206,#ff00ff,38
39,15.312448269727785,15.768529228816371,#ff00ff,39
40,17.87813293686664,4.141843060169665,#ff00ff,40
41,19.11076795954343,17.399257458925167,#ff6666,41
42,6.199374177793875,0.6199564008454939,#00ffff,42
43,17.404787504591102,11.514259061182447,#ffff00,43
44,3.0341421161394133,11.348411987343486,#ff00ff,44
45,11.926302619628014,12.184685683613171,#0000ff,45
46,17.268052516342205,16.717914937719033,#00ffff,46
47,7.882248980931604,8.383941528580094,#0000ff,47
48,1.6824708803341881,11.783231177371249,#ff00ff,48
49,15.972805500894216,0.8066779960520499,#00ffff,49
50,8.054661637545513,11.157415626229092,#00ff00,50
51,19.32227526194307,7.742907943475599,#ff00ff,51
52,6.373774157199792,13.111661258384538,#0000ff,52
53,4.266743722993787,17.702846004752367,#ff00ff,53
54,19.780584931947683,13.759414381288227,#00ffff,54
55,10.952140541275249,15.742536295807477,#ffff00,55
56,17.316818612726024,4.988390444984001,#ff00ff,56
57,12.197520217642285,19.18943046480909,#ff00ff,57
58,5.757895866319709,11.509214572210713,#0000ff,58
59,19.28180127252789,16.185420592276046,#ff6666,59
60,7.426349565229707,17.511430249540233,#ffff00,60
61,17.824680293998092,11.698828443210859,#ff00ff,61
62,3.0483719633253825,5.25912524337798,#00ffff,62
63,15.439250662415159,6.855767754606792,#ffff00,63
64,5.355785940473849,10.563534603275224,#ffff00,64
65,2.0967104399593217,5.326874409396212,#00ffff,65
66,2.750292420832705,19.136689306348593,#00ffff,66
67,14.118731388335041,11.29122314277975,#0000ff,67
68,4.51875903718774,15.257092967284512,#ffff00,68
69,16.692496302870474,18.243732829593586,#00ffff,69
70,10.632172984592891,15.616363303900092,#0000ff,70
71,13.502570681374973,13.037886482592796,#0000ff,71
72,10.983674101240007,16.557405573905402,#ffff00,72
73,6.317692824298318,10.04238702389594,#0000ff,73
74,10.036389204555398,18.597510500209175,#ff00ff,74
75,19.165527024021234,15.398301548033718,#00ffff,75
76,10.848509660758209,5.46770468556939,#0000ff,76
77,4.775565826509383,7.652514610716435,#ff00ff,77
78,4.329354792488167,17.075191572126595,#ff00ff,78
79,16.17718246158418,3.1789213515899584,#ff00ff,79
80,18.54330278848261,18.048089288119073,#ff6666,80
81,15.303951936118134,13.289067914977782,#ffff00,81
82,8.821019230485224,9.78668651545081,#00ff00,82
83,19.28985210758506,4.926700653398561,#00ffff,83
84,19.270753063277272,9.163350130965036,#ff00ff,84
85,15.632787109098146,15.601497402912955,#ff00ff,85
86,7.732615971129467,3.7780222329916158,#ffff00,86
87,16.20286961624112,5.5792186215015205,#ffff00,87
88,1.6085500171215372,12.14240362846249,#ff00ff,88
89,12.595049833273222,12.196207619271998,#0000ff,89
90,19.528593737214916,3.1401311994059444,#00ffff,90
91,15.223121288029452,3.9667275250071166,#ff00ff,91
92,7.496853899854872,9.455839722372879,#0000ff,92
93,5.572016594073237,0.13050073119520444,#00ffff,93
94,1.2736328219147786,16.903166106552533,#00ffff,94
95,13.758499836795021,19.748568677587155,#00ffff,95
96,17.51593535693193,5.864410007061729,#ff00ff,96
97,8.114901024858066,12.30298165336606,#0000ff,97
98,9.829001661767226,0.11345348444558256,#00ffff,98
99,14.054941511502033,16.995269495932778,#ff00ff,99
100,8.263362262403488,7.1334565567262915,#0000ff,100
101,17.36057644979192,19.940653714668162,#ff6666,101
102,4.564765523649772,0.6918113490175548,#00ffff,102
103,2.1097952966806255,4.631955539056746,#00ffff,103
104,13.693467524560418,9.857863864133105,#00ff00,104
105,13.32543867314887,10.851018336097585,#00ff00,105
106,19.841469310913215,2.2039578683831995,#ff6666,106
107,2.2261731385169736,11.114808737278688,#ff00ff,107
108,7.355866715604611,2.4677198294834013,#ff00ff,108
109,2.238693487961234,2.990754481691422,#ff6666,109
110,6.201170701805978,12.577115741187077,#0000ff,110
111,16.733587577863474,19.04742323081569,#ff6666,111
112,0.008954136210232999,15.944313652024286,#00ffff,112
113,16.317737572128614,2.8076065173043574,#ff00ff,113
114,15.850246053862088,12.697333915145737,#ffff00,114
115,18.84154851464242,19.102986346763405,#ff6666,115
116,2.2332625489662328,13.317627652637707,#ff00ff,116
117,12.89145357185534,13.368304186268892,#ffff00,117
118,3.599345079719254,12.01252076520668,#ffff00,118
119,16.796638165681145,16.71752518204143,#00ffff,119
120,1.3895622967353383,1.6612300826018522,#ff6666,120
121,9.386673625200647,7.0455015454645915,#0000ff,121
122,19.36400669480249,7.6677260056161405,#ff00ff,122
123,4.468383809899626,2.2765283234033507,#00ffff,123
124,12.59039973150173,15.441363237929874,#ffff00,124
125,14.041974052606923,17.22095422087765,#ff00ff,125
126,19.121778301322593,10.272371758068234,#ff00ff,126
127,13.942336576034899,18.602286208408476,#ff00ff,127
128,10.357257348601966,2.3281606507625674,#ff00ff,128
129,18.488523235826843,8.60150147745858,#ff00ff,129
130,16.430819864323247,3.281623593122218,#ff00ff,130
131,12.556362311326442,3.206209002573477,#ff00ff,131
132,15.475240843801862,19.168179918258986,#00ffff,132
133,17.481336140009933,7.724288236531054,#ff00ff,133
134,19.526395416493802,0.11479256190393361,#66ff66,134
135,10.624591467378208,15.580708118221764,#0000ff,135
136,19.580189488986115,11.232188756269478,#ff00ff,136
137,11.186803104198853,6.375515989743826,#0000ff,137
138,16.3021615808152,4.198109135227597,#ff00ff,138
139,16.825778829488517,11.921195532640784,#ffff00,139
140,19.23043033854152,8.297550647548096,#ff00ff,140
141,3.508810310375636,11.50779488854939,#ffff00,141
142,7.695647775391814,5.908498205520805,#ffff00,142
143,15.393167656460795,18.273724502792128,#00ffff,143
144,4.446464344436089,8.78054191651143,#ffff00,144
145,8.759575002521341,15.468464145686,#0000ff,145
146,2.8951793435436124,6.578818753533821,#00ffff,146
147,19.223868660742443,4.73891125749887,#00ffff,147
148,9.993219106585968,12.40088093672269,#ff0000,148
149,7.08174749205043,12.14501429274043,#0000ff,149
150,11.548042913994637,15.006131492714108,#ffff00,150
151,10.376926725545232,12.198010762365515,#00ff00,151
152,11.103771632577907,13.102387397404417,#0000ff,152
153,15.39189724643193,7.922638587734177,#ffff00,153
154,2.2189389601027187,4.638174594982558,#00ffff,154
155,12.50779434690032,6.406533450607228,#0000ff,155
156,19.543250828897595,16.307501974702877,#ff6666,156
157,7.676381722587228,11.476246508790485,#0000ff,157
158,18.141418037274818,13.435767361987427,#ff00ff,158
159,6.389465768646676,4.286173047887805,#ff00ff,159
160,11.428269396503193,5.709797039031132,#0000ff,160
161,5.986083400409738,14.487283813525988,#0000ff,161
162,13.893600206084475,0.05840665496994024,#00ffff,162
163,16.33054291863423,11.866507247388327,#ffff00,163
164,2.587784739930963,6.9829107245370805,#00ffff,164
165,15.669632899489448,6.77739242938856,#ffff00,165
166,0.7047625390353862,6.879006778029726,#00ffff,166
167,7.908152938974576,11.269807501428659,#0000ff,167
168,9.094932272936664,5.644738614545635,#0000ff,168
169,11.64734051860702,7.496403839088062,#00ff00,169
170,6.310284446021588,18.897178020298405,#ff00ff,170
171,17.557962170305046,8.903025181012751,#ff00ff,171
172,16.759550187800905,2.7275766985430083,#00ffff,172
173,3.2530577345274914,13.127220509619349,#ff00ff,173
174,8.505929680761845,8.71973610080708,#00ff00,174
175,14.926235261961079,13.3579186479088,#ffff00,175
176,18.59336538673722,9.531924778682761,#ff00ff,176
177,10.133779844652764,3.3956177170568425,#ffff00,177
178,7.384521504529874,18.68924146093378,#ff00ff,178
179,18.851686824132,8.943017058989772,#ff00ff,179
180,1.1591540625707175,10.96081921685093,#ff00ff,180
181,2.4411020058706523,7.621299226982552,#ff00ff,181
182,8.76941028939395,6.1320839278026655,#0000ff,182
183,0.9317365820884028,0.40182091863842695,#66ff66,183
184,3.619233918896365,17.256557680758505,#ff00ff,184
185,11.477551005999329,2.4038792189753666,#ff00ff,185
186,15.20821439760661,5.411536704591728,#ffff00,186
187,9.468277319254351,2.929769797981552,#ff00ff,187
188,10.690522716198455,9.051396512029147,#00ff00,188
189,5.2788662122352,18.993130445741535,#ff00ff,189
190,15.301929406521248,16.606560864778757,#ff00ff,190
191,3.530077534365703,14.882081247400412,#ffff00,191
192,5.209249335972701,2.7623533204359174,#ff00ff,192
193,4.070542375647643,11.292551574946572,#ffff00,193
194,10.239003888512128,5.64767568706016,#0000ff,194
195,0.5113352397783943,10.276864317758134,#00ffff,195
196,5.9711078994125995,5.576075998360269,#ffff00,196
197,11.723892690196374,3.852548845637682,#ffff00,197
198,16.54157347542158,3.9972558839959738,#ff00ff,198
199,17.345036761350944,1.4251905333340709,#00ffff,199
200,1.416739646211298,0.6575031562591915,#ff6666,200
201,13.266504598502944,9.792534323282231,#00ff00,201
202,0.9261850061178567,7.389002355438097,#00ffff,202
203,19.464031450386255,13.616374982613639,#00ffff,203
204,17.00617233673561,16.25867119415824,#00ffff,204
205,13.673856244177703,16.391540048267657,#ff00ff,205
206,13.709636906106075,1.7375853184877024,#ff00ff,206
207,9.112778572740705,13.467428936254288,#00ff00,207
208,4.752399461888614,9.168872764866892,#ffff00,208
209,8.735967322777892,2.3145603103358936,#ff00ff,209
210,15.203088665330403,11.302519514786663,#0000ff,210
211,7.923682998628368,4.796308161592416,#ffff00,211
212,2.9552129091168555,2.6340043523923296,#00ffff,212
213,7.876821751197525,13.508106986017115,#00ff00,213
214,18.56626613271655,10.93818882656102,#ff00ff,214
215,13.081428636768953,4.136236569430172,#ffff00,215
216,0.25820305483974737,15.867892258104467,#00ffff,216
217,10.352157538929912,11.202441632043634,#00ff00,217
218,6.913405779415349,15.7333590653442,#0000ff,218
219,17.979730779853575,2.596095368547622,#00ffff,219
220,15.182525476249387,2.40100299132604,#ff00ff,220
221,12.219446988120307,0.35172617108992776,#00ffff,221
222,16.959934644994412,2.6093658617761384,#00ffff,222
223,4.614897867904051,6.687591391502556,#ff00ff,223
224,0.5421344256541039,1.1261166241842901,#66ff66,224
225,12.619910282280422,4.446427485492206,#ffff00,225
226,2.386888445821147,16.633226969563392,#ff00ff,226
227,14.739991309111431,3.4999784192009087,#ff00ff,227
228,0.14130487759534072,13.659571015991194,#00ffff,228
229,5.86341767469535,16.718196635239742,#ffff00,229
230,7.649175881695397,14.074329258403116,#0000ff,230
231,15.98966831979519,1.8955868811731058,#00ffff,231
232,12.139546436647787,6.717822814956842,#0000ff,232
233,0.8589967594412663,1.921097401578087,#ff6666,233
234,3.8711131579948104,19.463930809989385,#00ffff,234
235,15.467402357880179,0.4982278453113298,#00ffff,235
236,5.821205150745763,1.8413788638848374,#00ffff,236
237,4.212855998797742,19.54927922891571,#00ffff,237
238,6.4643621321175475,1.2189444005583172,#00ffff,238
239,2.8191098154462546,11.755369898790393,#ff00ff,239
240,8.74340623943787,0.7568477780675087,#00ffff,240
241,6.998655349947003,6.443384942351118,#ffff00,241
242,8.678457420749597,5.919397173436396,#ffff00,242
243,19.96380214929902,0.3051165477606155,#66ff66,243
244,13.028727271797374,7.752062486041223,#00ff00,244
245,9.999083371893759,2.3273474334676836,#ff00ff,245
246,0.6523334250179369,8.61047445330193,#00ffff,246
247,7.692945300226863,16.789529884359087,#ffff00,247
248,19.66367315522217,11.575405613213874,#ff00ff,248
249,12.350802335920196,8.503255639845772,#00ff00,249
250,6.618191392622164,14.165745564214163,#0000ff,250
251,5.103613803341423,8.951323736767339,#ffff00,251
252,3.4746487532000137,14.275650606896363,#ffff00,252
253,11.674758162829955,9.590076783366332,#ff0000,253
254,3.9658910469019126,13.815859268330033,#ffff00,254
255,5.7259504582719005,16.371615380829475,#ffff00,255
256,10.999737723782701,12.800929111595295,#0000ff,256
257,14.885321159145096,13.90295617357348,#ffff00,257
258,1.8370101445406561,18.211804006876925,#00ffff,258
259,15.954634520371751,15.341250079700774,#ff00ff,259
260,2.6958670635059034,3.434779868088551,#00ffff,260
261,16.08023478009371,14.119496418109847,#ff00ff,261
262,17.932622079010525,19.502216458003804,#ff6666,262
263,4.371060926428187,1.8461532691174143,#00ffff,263
264,10.81328887875745,2.533334345469045,#ff00ff,264
265,6.494049476554895,0.8309483316584387,#00ffff,265
266,12.91534551390122,3.206215094540741,#ff00ff,266
267,10.919440127898534,5.519944406975195,#0000ff,267
268,11.298403021701834,12.575406095908496,#0000ff,268
269,2.0018291807293864,10.562914653025821,#ff00ff,269
270,14.206355931385952,6.87023688547063,#0000ff,270
271,13.335517891063427,15.391476138914765,#ffff00,271
272,17.43001496579985,14.3650126609951,#ff00ff,272
273,6.350487382291343,6.316898525038079,#ffff00,273
274,18.415516353330997,12.863970171704954,#ff00ff,274
275,11.799878680041136,19.31189230719138,#ff00ff,275
276,14.382778584551298,11.946970927927012,#0000ff,276
277,15.845432774753121,13.272567926933874,#ffff00,277
278,2.8168479012531966,17.46941864014751,#ff00ff,278
279,18.904289451188877,4.623675498962565,#00ffff,279
280,1.5904308195482164,12.519091819862263,#ff00ff,280
281,2.1367037726762095,3.7598371013713305,#00ffff,281
282,8.391908818957884,11.530728198515076,#ff0000,282
283,12.104350801577372,15.668447577373982,#ffff00,283
284,14.468757052059939,14.370024353577895,#ffff00,284
285,0.8843445034098995,17.044964465934143,#00ffff,285
286,19.47251523939477,10.233933359565244,#ff00ff,286
287,18.3801045706207,5.765815247704871,#ff00ff,287
288,16.632492554068012,17.80553664510903,#00ffff,288
289,3.7969099862273366,9.800960023068377,#ff00ff,289
290,3.635318737574818,16.80832453550077,#ff00ff,290
291,13.962535749320054,4.583693016959929,#ffff00,291
292,13.085425467127127,0.20938896439980814,#00ffff,292
293,12.987040443742146,11.113530281918548,#0000ff,293
294,4.607831051073889,16.057173480111565,#ffff00,294
295,10.134354021122927,9.225952543740519,#ff0000,295
296,7.394727457274153,6.69656637003428,#0000ff,296
297,10.704554720938495,3.1410142634994465,#ffff00,297
298,6.8193850706227455,19.73131077534388,#ff00ff,298
299,4.093050264576272,0.5236079308145913,#ff6666,299
300,15.061172005880035,9.158269538053977,#0000ff,300
301,11.868421687454761,15.029522454458208,#ffff00,301
302,14.343053002433496,16.69153264051323,#ff00ff,302
303,5.294836187827913,19.74486241377263,#00ffff,303
304,4.517151071036511,15.536030953229348,#ffff00,304
305,9.529251679346073,3.6368808076112087,#ffff00,305
306,8.78000418515747,5.099251263086897,#ffff00,306
307,0.26567521087228263,6.075400566172229,#ff6666,307
308,8.515921072708489,10.97894933533258,#00ff00,308
309,4.530117474126383,1.6093582583564792,#00ffff,309
310,7.565670443961892,12.64661023665791,#00ff00,310
311,0.282733601332259,10.899937958158459,#00ffff,311
